country,iso3,continent,lat_grid,lon_grid,inform_risk_score,risk_label,eq_count,eq_mag_mean,eq_mag_max,eq_depth_mean
United States of America,USA,North America,35.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,36.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-114.5,3.2,Low,2,4.9,5.3,2.0
United States of America,USA,North America,38.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,39.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-114.5,3.2,Low,1,4.7,4.7,7.48
United States of America,USA,North America,41.5,-114.5,3.2,Low,5,5.0,5.9,7.78
United States of America,USA,North America,42.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,43.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,44.5,-114.5,3.2,Low,2,4.9,5.0,6.0
United States of America,USA,North America,45.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,46.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,47.5,-114.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,48.5,-114.5,3.2,Low,0,0.0,0.0,0.0
Canada,CAN,North America,49.5,-114.5,2.7,Low,1,4.6,4.6,1.0
Canada,CAN,North America,50.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,51.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,52.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,53.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,54.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,55.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,56.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,57.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,58.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,59.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,60.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,61.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,62.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,63.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,64.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,65.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,66.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,67.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,68.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,69.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,71.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,72.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,75.5,-114.5,2.7,Low,0,0.0,0.0,0.0
Mexico,MEX,North America,27.5,-113.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,28.5,-113.5,4.8,Medium,12,5.1833,7.0,10.1667
Mexico,MEX,North America,31.5,-113.5,4.8,Medium,0,0.0,0.0,0.0
United States of America,USA,North America,32.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,33.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,34.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,35.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,36.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,38.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,39.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,41.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,42.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,43.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,44.5,-113.5,3.2,Low,1,4.5,4.5,5.0
United States of America,USA,North America,45.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,46.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,47.5,-113.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,48.5,-113.5,3.2,Low,0,0.0,0.0,0.0
Canada,CAN,North America,49.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,50.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,51.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,52.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,53.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,54.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,55.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,56.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,57.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,58.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,59.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,60.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,61.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,62.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,63.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,64.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,65.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,66.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,67.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,69.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,70.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,71.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,72.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,74.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,75.5,-113.5,2.7,Low,0,0.0,0.0,0.0
Mexico,MEX,North America,26.5,-112.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,27.5,-112.5,4.8,Medium,2,4.9,5.2,10.0
Mexico,MEX,North America,30.5,-112.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,31.5,-112.5,4.8,Medium,0,0.0,0.0,0.0
United States of America,USA,North America,32.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,33.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,34.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,35.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,36.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,38.5,-112.5,3.2,Low,1,4.56,4.56,11.09
United States of America,USA,North America,39.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-112.5,3.2,Low,3,4.9533,5.7,10.54
United States of America,USA,North America,41.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,42.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,43.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,44.5,-112.5,3.2,Low,1,4.6,4.6,14.45
United States of America,USA,North America,45.5,-112.5,3.2,Low,1,5.6,5.6,12.9
United States of America,USA,North America,46.5,-112.5,3.2,Low,2,5.4,5.8,13.455
United States of America,USA,North America,47.5,-112.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,48.5,-112.5,3.2,Low,0,0.0,0.0,0.0
Canada,CAN,North America,49.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,50.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,51.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,52.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,53.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,54.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,55.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,56.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,57.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,58.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,59.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,60.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,61.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,62.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,63.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,64.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,65.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,66.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,67.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,69.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,70.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,71.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,72.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,74.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,75.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,78.5,-112.5,2.7,Low,0,0.0,0.0,0.0
Mexico,MEX,North America,24.5,-111.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,25.5,-111.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,28.5,-111.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,29.5,-111.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,30.5,-111.5,4.8,Medium,0,0.0,0.0,0.0
United States of America,USA,North America,31.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,32.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,33.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,34.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,35.5,-111.5,3.2,Low,1,4.7,4.7,5.0
United States of America,USA,North America,36.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,38.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,39.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,41.5,-111.5,3.2,Low,1,4.89,4.89,10.16
United States of America,USA,North America,42.5,-111.5,3.2,Low,9,4.8333,5.3,7.3922
United States of America,USA,North America,43.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,44.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,45.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,46.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,47.5,-111.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,48.5,-111.5,3.2,Low,0,0.0,0.0,0.0
Canada,CAN,North America,49.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,50.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,51.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,52.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,53.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,54.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,55.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,56.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,57.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,58.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,59.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,60.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,61.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,62.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,63.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,64.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,65.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,66.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,67.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,69.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,70.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,71.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,72.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,75.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,77.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,78.5,-111.5,2.7,Low,0,0.0,0.0,0.0
Mexico,MEX,North America,27.5,-110.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,28.5,-110.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,29.5,-110.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,30.5,-110.5,4.8,Medium,0,0.0,0.0,0.0
United States of America,USA,North America,31.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,32.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,33.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,34.5,-110.5,3.2,Low,1,5.1,5.1,5.0
United States of America,USA,North America,35.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,36.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,38.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,39.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,41.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,42.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,43.5,-110.5,3.2,Low,3,4.8667,5.0,6.8
United States of America,USA,North America,44.5,-110.5,3.2,Low,1,4.83,4.83,5.62
United States of America,USA,North America,45.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,46.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,47.5,-110.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,48.5,-110.5,3.2,Low,0,0.0,0.0,0.0
Canada,CAN,North America,49.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,50.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,51.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,52.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,53.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,54.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,55.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,56.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,57.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,58.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,59.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,60.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,61.5,-110.5,2.7,Low,2,4.55,4.6,12.995
Canada,CAN,North America,62.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,63.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,64.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,65.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,66.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,67.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,69.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,70.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,71.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,72.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,75.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,78.5,-110.5,2.7,Low,0,0.0,0.0,0.0
Mexico,MEX,North America,27.5,-109.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,28.5,-109.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,29.5,-109.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,30.5,-109.5,4.8,Medium,1,5.2,5.2,10.0
United States of America,USA,North America,31.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,32.5,-109.5,3.2,Low,1,5.3,5.3,6.44
United States of America,USA,North America,33.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,34.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,35.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,36.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,38.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,39.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,41.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,42.5,-109.5,3.2,Low,1,4.8,4.8,76.2
United States of America,USA,North America,43.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,44.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,45.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,46.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,47.5,-109.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,48.5,-109.5,3.2,Low,0,0.0,0.0,0.0
Canada,CAN,North America,49.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,50.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,51.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,52.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,53.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,54.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,55.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,56.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,57.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,58.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,59.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,60.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,61.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,62.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,63.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,64.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,65.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,66.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,67.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,69.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,70.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,71.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,72.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,76.5,-109.5,2.7,Low,0,0.0,0.0,0.0
Mexico,MEX,North America,25.5,-108.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,26.5,-108.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,27.5,-108.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,28.5,-108.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,29.5,-108.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,30.5,-108.5,4.8,Medium,0,0.0,0.0,0.0
United States of America,USA,North America,31.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,32.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,33.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,34.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,35.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,36.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,38.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,39.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,41.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,42.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,43.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,44.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,45.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,46.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,47.5,-108.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,48.5,-108.5,3.2,Low,0,0.0,0.0,0.0
Canada,CAN,North America,49.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,50.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,51.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,52.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,53.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,54.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,55.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,56.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,57.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,58.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,59.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,60.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,61.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,62.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,63.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,64.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,65.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,66.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,67.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,69.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,70.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,71.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,75.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Canada,CAN,North America,76.5,-108.5,2.7,Low,0,0.0,0.0,0.0
Mexico,MEX,North America,24.5,-107.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,25.5,-107.5,4.8,Medium,1,4.5,4.5,10.0
Mexico,MEX,North America,26.5,-107.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,27.5,-107.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,28.5,-107.5,4.8,Medium,1,4.6,4.6,15.13
Mexico,MEX,North America,29.5,-107.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,30.5,-107.5,4.8,Medium,0,0.0,0.0,0.0
Mexico,MEX,North America,31.5,-107.5,4.8,Medium,0,0.0,0.0,0.0
United States of America,USA,North America,32.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,33.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,34.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,35.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,36.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,37.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,38.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,39.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,40.5,-107.5,3.2,Low,0,0.0,0.0,0.0
United States of America,USA,North America,41.5,-107.5,3.2,Low,0,0.0,0.0,0.0
